#x y phi crate board sensor height row location Crystal coord Cable code
0 0 0 0 2 0 2 1 3 0 0 0020213
0 0 0 0 2 1 0 0 0 0 0 0021000
0 1 0 0 2 0 2 1 2 0 1 0020212
0 1 0 0 2 1 0 0 1 0 1 0021001
0 10 0 1 0 0 2 0 3 0 10 0100203
0 10 0 1 0 1 0 1 0 0 10 0101010
0 11 0 2 2 0 2 1 3 0 11 0220213
0 11 0 2 2 1 0 0 0 0 11 0221000
0 12 0 2 2 0 2 1 0 0 12 0220210
0 12 0 2 2 1 0 0 3 0 12 0221003
0 13 0 2 1 0 2 1 3 0 13 0210213
0 13 0 2 1 1 0 0 0 0 13 0211000
0 14 0 2 1 0 2 1 1 0 14 0210211
0 14 0 2 1 1 0 0 2 0 14 0211002
0 15 0 2 1 0 2 0 2 0 15 0210202
0 15 0 2 1 1 0 1 1 0 15 0211011
0 16 0 2 0 0 2 1 3 0 16 0200213
0 16 0 2 0 1 0 0 0 0 16 0201000
0 17 0 2 0 0 2 1 1 0 17 0200211
0 17 0 2 0 1 0 0 2 0 17 0201002
0 18 0 2 0 0 2 0 2 0 18 0200202
0 18 0 2 0 1 0 1 1 0 18 0201011
0 19 0 3 3 0 2 1 3 0 19 0330213
0 19 0 3 3 1 0 0 0 0 19 0331000
0 2 0 0 0 0 2 1 3 0 2 0000213
0 2 0 0 0 1 0 0 0 0 2 0001000
0 20 0 3 3 0 2 1 1 0 20 0330211
0 20 0 3 3 1 0 0 2 0 20 0331002
0 21 0 3 3 0 2 0 3 0 21 0330203
0 21 0 3 3 1 0 1 0 0 21 0331010
0 22 0 3 3 0 2 0 1 0 22 0330201
0 22 0 3 3 1 0 1 2 0 22 0331012
0 23 0 3 2 0 2 1 3 0 23 0320213
0 23 0 3 2 1 0 0 0 0 23 0321000
0 24 0 3 2 0 2 1 0 0 24 0320210
0 24 0 3 2 1 0 0 3 0 24 0321003
0 25 0 3 2 0 2 0 1 0 25 0320201
0 25 0 3 2 1 0 1 2 0 25 0321012
0 26 0 3 1 0 2 1 2 0 26 0310212
0 26 0 3 1 1 0 0 1 0 26 0311001
0 27 0 3 1 0 2 0 3 0 27 0310203
0 27 0 3 1 1 0 1 0 0 27 0311010
0 28 0 3 1 0 2 0 1 0 28 0310201
0 28 0 3 1 1 0 1 2 0 28 0311012
0 29 0 3 0 0 2 1 2 0 29 0300212
0 29 0 3 0 1 0 0 1 0 29 0301001
0 3 0 1 3 0 2 1 3 0 3 0130213
0 3 0 1 3 1 0 0 0 0 3 0131000
0 30 0 3 0 0 2 0 3 0 30 0300203
0 30 0 3 0 1 0 1 0 0 30 0301010
0 31 0 3 0 0 2 0 0 0 31 0300200
0 31 0 3 0 1 0 1 3 0 31 0301013
0 32 0 4 3 0 2 1 0 0 32 0430210
0 32 0 4 3 1 0 0 3 0 32 0431003
0 33 0 4 3 0 2 0 0 0 33 0430200
0 33 0 4 3 1 0 1 3 0 33 0431013
0 34 0 4 2 0 2 0 2 0 34 0420202
0 34 0 4 2 1 0 1 1 0 34 0421011
0 35 0 4 1 0 2 1 0 0 35 0410210
0 35 0 4 1 1 0 0 3 0 35 0411003
0 36 0 4 1 0 2 0 0 0 36 0410200
0 36 0 4 1 1 0 1 3 0 36 0411013
0 4 0 1 3 0 2 1 2 0 4 0130212
0 4 0 1 3 1 0 0 1 0 4 0131001
0 5 0 1 1 0 2 1 3 0 5 0110213
0 5 0 1 1 1 0 0 0 0 5 0111000
0 6 0 1 1 0 2 1 2 0 6 0110212
0 6 0 1 1 1 0 0 1 0 6 0111001
0 7 0 1 1 0 2 0 3 0 7 0110203
0 7 0 1 1 1 0 1 0 0 7 0111010
0 8 0 1 0 0 2 1 3 0 8 0100213
0 8 0 1 0 1 0 0 0 0 8 0101000
0 9 0 1 0 0 2 1 2 0 9 0100212
0 9 0 1 0 1 0 0 1 0 9 0101001
1 0 0 0 3 0 2 1 3 1 0 0030213
1 0 0 0 3 1 0 0 0 1 0 0031000
1 1 0 0 2 0 2 1 1 1 1 0020211
1 1 0 0 2 1 0 0 2 1 1 0021002
1 10 0 1 0 0 2 0 2 1 10 0100202
1 10 0 1 0 1 0 1 1 1 10 0101011
1 11 0 2 2 0 2 1 2 1 11 0220212
1 11 0 2 2 1 0 0 1 1 11 0221001
1 12 0 2 2 0 2 0 3 1 12 0220203
1 12 0 2 2 1 0 1 0 1 12 0221010
1 13 0 2 1 0 2 1 2 1 13 0210212
1 13 0 2 1 1 0 0 1 1 13 0211001
1 14 0 2 1 0 2 1 0 1 14 0210210
1 14 0 2 1 1 0 0 3 1 14 0211003
1 15 0 2 1 0 2 0 1 1 15 0210201
1 15 0 2 1 1 0 1 2 1 15 0211012
1 16 0 2 0 0 2 1 2 1 16 0200212
1 16 0 2 0 1 0 0 1 1 16 0201001
1 17 0 2 0 0 2 1 0 1 17 0200210
1 17 0 2 0 1 0 0 3 1 17 0201003
1 18 0 2 0 0 2 0 1 1 18 0200201
1 18 0 2 0 1 0 1 2 1 18 0201012
1 19 0 3 3 0 2 1 2 1 19 0330212
1 19 0 3 3 1 0 0 1 1 19 0331001
1 2 0 0 0 0 2 1 2 1 2 0000212
1 2 0 0 0 1 0 0 1 1 2 0001001
1 20 0 3 3 0 2 1 0 1 20 0330210
1 20 0 3 3 1 0 0 3 1 20 0331003
1 21 0 3 3 0 2 0 2 1 21 0330202
1 21 0 3 3 1 0 1 1 1 21 0331011
1 22 0 3 3 0 2 0 0 1 22 0330200
1 22 0 3 3 1 0 1 3 1 22 0331013
1 23 0 3 2 0 2 1 2 1 23 0320212
1 23 0 3 2 1 0 0 1 1 23 0321001
1 24 0 3 2 0 2 0 3 1 24 0320203
1 24 0 3 2 1 0 1 0 1 24 0321010
1 25 0 3 2 0 2 0 0 1 25 0320200
1 25 0 3 2 1 0 1 3 1 25 0321013
1 26 0 3 1 0 2 1 1 1 26 0310211
1 26 0 3 1 1 0 0 2 1 26 0311002
1 27 0 3 1 0 2 0 2 1 27 0310202
1 27 0 3 1 1 0 1 1 1 27 0311011
1 28 0 3 1 0 2 0 0 1 28 0310200
1 28 0 3 1 1 0 1 3 1 28 0311013
1 29 0 3 0 0 2 1 1 1 29 0300211
1 29 0 3 0 1 0 0 2 1 29 0301002
1 3 0 0 0 0 2 1 0 1 3 0000210
1 3 0 0 0 1 0 0 3 1 3 0001003
1 30 0 3 0 0 2 0 2 1 30 0300202
1 30 0 3 0 1 0 1 1 1 30 0301011
1 31 0 4 3 0 2 1 3 1 31 0430213
1 31 0 4 3 1 0 0 0 1 31 0431000
1 32 0 4 3 0 2 0 3 1 32 0430203
1 32 0 4 3 1 0 1 0 1 32 0431010
1 33 0 4 2 0 2 1 2 1 33 0420212
1 33 0 4 2 1 0 0 1 1 33 0421001
1 34 0 4 2 0 2 0 1 1 34 0420201
1 34 0 4 2 1 0 1 2 1 34 0421012
1 35 0 4 1 0 2 0 3 1 35 0410203
1 35 0 4 1 1 0 1 0 1 35 0411010
1 36 0 4 0 0 2 0 3 1 36 0400203
1 36 0 4 0 1 0 1 0 1 36 0401010
1 4 0 1 3 0 2 1 1 1 4 0130211
1 4 0 1 3 1 0 0 2 1 4 0131002
1 5 0 1 3 0 2 0 2 1 5 0130202
1 5 0 1 3 1 0 1 1 1 5 0131011
1 6 0 1 1 0 2 1 1 1 6 0110211
1 6 0 1 1 1 0 0 2 1 6 0111002
1 7 0 1 1 0 2 0 2 1 7 0110202
1 7 0 1 1 1 0 1 1 1 7 0111011
1 8 0 1 1 0 2 0 0 1 8 0110200
1 8 0 1 1 1 0 1 3 1 8 0111013
1 9 0 1 0 0 2 1 1 1 9 0100211
1 9 0 1 0 1 0 0 2 1 9 0101002
10 1 1 0 2 0 2 0 3 10 1 1020203
10 1 1 0 2 1 0 1 0 10 1 1021010
10 10 1 1 0 0 0 1 3 10 10 1100013
10 10 1 1 0 1 2 0 0 10 10 1101200
10 11 1 1 0 0 0 1 2 10 11 1100012
10 11 1 1 0 1 2 0 1 10 11 1101201
10 12 1 1 0 0 0 0 3 10 12 1100003
10 12 1 1 0 1 2 1 0 10 12 1101210
10 13 1 2 2 0 0 1 1 10 13 1220011
10 13 1 2 2 1 2 0 2 10 13 1221202
10 14 1 2 2 0 0 0 3 10 14 1220003
10 14 1 2 2 1 2 1 0 10 14 1221210
10 15 1 2 1 0 0 1 3 10 15 1210013
10 15 1 2 1 1 2 0 0 10 15 1211200
10 16 1 2 1 0 1 0 0 10 16 1210100
10 16 1 2 1 1 1 1 3 10 16 1211113
10 17 1 2 0 0 0 1 3 10 17 1200013
10 17 1 2 0 1 2 0 0 10 17 1201200
10 18 1 2 0 0 1 0 1 10 18 1200101
10 18 1 2 0 1 1 1 2 10 18 1201112
10 19 1 2 0 0 0 0 2 10 19 1200002
10 19 1 2 0 1 2 1 1 10 19 1201211
10 2 1 0 3 0 1 0 2 10 2 1030102
10 2 1 0 3 1 1 1 1 10 2 1031111
10 20 1 3 3 0 0 1 3 10 20 1330013
10 20 1 3 3 1 2 0 0 10 20 1331200
10 21 1 3 3 0 0 0 3 10 21 1330003
10 21 1 3 3 1 2 1 0 10 21 1331210
10 22 1 3 2 0 0 1 2 10 22 1320012
10 22 1 3 2 1 2 0 1 10 22 1321201
10 23 1 3 2 0 0 0 3 10 23 1320003
10 23 1 3 2 1 2 1 0 10 23 1321210
10 24 1 3 1 0 0 1 3 10 24 1310013
10 24 1 3 1 1 2 0 0 10 24 1311200
10 25 1 3 1 0 0 0 3 10 25 1310003
10 25 1 3 1 1 2 1 0 10 25 1311210
10 26 1 3 1 0 0 0 0 10 26 1310000
10 26 1 3 1 1 2 1 3 10 26 1311213
10 27 1 4 3 0 0 1 3 10 27 1430013
10 27 1 4 3 1 2 0 0 10 27 1431200
10 28 1 4 2 0 0 1 3 10 28 1420013
10 28 1 4 2 1 2 0 0 10 28 1421200
10 29 0 4 2 0 0 1 0 10 29 0420010
